name,address,city,country,latitude,longitude,avg_score,total_reviews
Le Pavillon des Lettres,12 rue des Saussaies 8th arr 75008 Paris France,Paris,France,48.8713699,2.3181191,9.0,164
Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,Milan,Italy,45.51152,9.1241306,8.1,3228
NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,Amsterdam,Netherlands,52.3630682,4.8794451,7.7,1574
Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,Barcelona,Spain,41.4047382,2.1727127,8.7,2359
H tel Etoile Saint Honor by Happyculture,214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,Paris,France,48.8756508,2.3041568,8.2,762
The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,London,United Kingdom,51.5077459,-0.1378733,8.8,1039
De L Europe Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,Amsterdam,Netherlands,52.3678779,4.8948936,9.1,551
Maison Albar Hotel Paris C line,23 25 rue de Pont Neuf 1st arr 75001 Paris France,Paris,France,48.8606187,2.344401,8.9,326
Dutch Design Hotel Artemis,John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands,Amsterdam,Netherlands,52.3417894,4.824952,7.9,2167
Hilton London Paddington,146 Praed Street Westminster Borough London W2 1EE United Kingdom,London,United Kingdom,51.515632,-0.175737,8.2,2898
Novotel London City South,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,London,United Kingdom,51.5054832,-0.0951196,8.7,917
Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,Milan,Italy,45.498503,9.1664111,7.6,594
London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,London,United Kingdom,51.5131428,-0.1576714,8.8,213
Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,London,United Kingdom,51.5115509,-0.0714919,8.7,1668
DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,London,United Kingdom,51.4932356,-0.1269082,8.5,3269
TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,Milan,Italy,45.4657842,9.1895321,8.3,731
Hotel Odeon Saint Germain,13 rue Saint Sulpice 6th arr 75006 Paris France,Paris,France,48.8513515,2.3375084,8.6,559
Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,Paris,France,48.8354314,2.321142,7.7,1540
Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,Paris,France,48.8969854,2.3852745,7.6,2740
Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3810421,2.1814294,9.1,946
Holiday Inn London Wembley,Empire Way Wembley Brent London HA9 8DS United Kingdom,London,United Kingdom,51.5590955,-0.284704,8.3,3469
Hotel Neri,San Sever 5 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3832498,2.1753483,9.2,177
Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France,Paris,France,48.8740463,2.300196,7.9,983
Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2022415,16.3749336,8.6,2378
Best Western Tour Eiffel Invalides,35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,Paris,France,48.8593152,2.3104179,7.9,364
Ibis Styles Milano Palmanova,Via Palmanova 153 20132 Milan Italy,Milan,Italy,45.5045259,9.246461,6.7,207
H tel Diva Opera,11 rue de Tr vise 9th arr 75009 Paris France,Paris,France,48.8732706,2.3450746,8.3,1353
H10 Itaca,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,Barcelona,Spain,41.3810311,2.1455516,8.2,732
Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain,Barcelona,Spain,41.4072812,2.1443116,7.4,3590
The London EDITION,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,London,United Kingdom,51.5167472,-0.135965,9.1,372
Best Western Maitrise Hotel Edgware Road,346 348 Edgware Road Westminster Borough London W2 1EA United Kingdom,London,United Kingdom,51.521148,-0.171346,6.6,461
Novotel London Canary Wharf,40 Marsh Wall Tower Hamlets London E14 9TP United Kingdom,London,United Kingdom,51.5011704,-0.0232607,9.0,320
TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,Milan,Italy,45.4693349,9.2142383,8.2,362
Hotel Garbi Millenni,Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3759896,2.167148,7.6,549
Radisson Blu Portman Hotel London,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,London,United Kingdom,51.5161911,-0.1579487,7.9,2308
Hotel Les Bulles De Paris,32 rue des Ecoles 5th arr 75005 Paris France,Paris,France,48.849147,2.3471935,8.2,712
H tel Regina,2 place des Pyramides 1st arr 75001 Paris France,Paris,France,48.8637503,2.3320406,9.0,1329
Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007 Paris France,Paris,France,48.8585193,2.3077243,8.5,316
Castille Paris Starhotels Collezione,33 Rue Cambon 1st arr 75001 Paris France,Paris,France,48.8682978,2.3268027,8.7,808
Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,Milan,Italy,45.4630441,9.183607,9.2,549
Small Luxury Hotel Altstadt Vienna,Kirchengasse 41 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.2047761,16.3512515,9.3,664
Pullman Paris Tour Eiffel,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,Paris,France,48.8555664,2.2926243,8.6,2764
Royal Garden Champs Elysees,218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,Paris,France,48.8757155,2.3038781,7.3,1125
Zenit Barcelona,Santal 8 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,Spain,41.3949199,2.1468594,8.1,645
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.3899609,2.135684,8.6,446
Best Western Paris Gare Saint Lazare,18 rue de Constantinople 8th arr 75008 Paris France,Paris,France,48.8803752,2.319591,7.6,759
Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France,Paris,France,48.8548641,2.2923181,8.0,2611
DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,London,United Kingdom,51.5100362,-0.190657,8.4,2405
Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,Paris,France,48.8683133,2.3330851,9.1,798
Hotel Clerici,Via Clerici 11 Milan City Center 20121 Milan Italy,Milan,Italy,45.4667717,9.1871001,9.0,517
Dukes Hotel,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,London,United Kingdom,51.5055381,-0.1396885,8.6,210
Villa Panth on,41 Rue Des Ecoles 5th arr 75005 Paris France,Paris,France,48.8488044,2.3469889,8.1,1374
Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,Paris,France,48.8534026,2.3299043,8.8,560
NH Amsterdam Caransa,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,Amsterdam,Netherlands,52.3664077,4.8969091,7.9,966
Hotel Duminy Vendome,3 5 rue du Mont Thabor 1st arr 75001 Paris France,Paris,France,48.8654726,2.3292934,8.2,769
Hotel D Este,Viale Bligny 23 Milan City Center 20136 Milan Italy,Milan,Italy,45.4510397,9.1920911,8.1,1085
Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,Milan,Italy,45.4580137,9.1913676,7.7,1741
Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,Paris,France,48.8503276,2.2982022,8.8,667
Four Seasons Hotel Milano,Via Ges 6 8 Milan City Center 20121 Milan Italy,Milan,Italy,45.469339,9.195108,9.1,221
First Hotel Paris Tour Eiffel,2 Bd Garibaldi 15th arr 75015 Paris France,Paris,France,48.8475112,2.3022198,8.3,275
Le Lavoisier,21 rue Lavoisier 8th arr 75008 Paris France,Paris,France,48.8737702,2.3201063,8.0,66
Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2217697,16.3578738,8.7,1356
Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1935593,16.3616098,8.7,385
Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2107358,16.382147,7.7,1238
Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,Paris,France,48.8405612,2.2991035,8.5,477
NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,Milan,Italy,45.4776167,9.2016244,8.4,1119
TheWesley,81 103 Euston Street Camden London NW1 2EZ United Kingdom,London,United Kingdom,51.5265353,-0.1361682,8.0,2347
H tel Le Royal Monceau Raffles Paris,37 Avenue Hoche 8th arr 75008 Paris France,Paris,France,48.8756359,2.3004967,9.3,119
Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,Paris,France,48.8816073,2.3371648,9.0,171
Old Ship Inn Hackney,2 Sylvester Path Hackney London E8 1EN United Kingdom,London,United Kingdom,51.5458476,-0.0554113,7.9,272
Hotel Louvre Montana,12 rue Saint Roch 1st arr 75001 Paris France,Paris,France,48.8644627,2.3318473,8.4,325
Hotel Liberty,Viale Bligny 56 Milan City Center 20136 Milan Italy,Milan,Italy,45.4508673,9.1948659,5.2,465
Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1975497,16.3686397,9.4,1353
Mercure Paris Champs Elys es,51 Rue Lauriston 16th arr 75016 Paris France,Paris,France,48.8699731,2.2909401,7.2,182
Staybridge Suites London Stratford,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,London,United Kingdom,51.5426351,-0.0073272,9.2,945
Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,Paris,France,48.8639788,2.3352615,8.3,1120
Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3835584,2.178311,8.2,139
Hotel Montalembert,3 Rue de Montalembert 7th arr 75007 Paris France,Paris,France,48.8567042,2.3277805,8.5,126
The Westbridge Hotel,335 337 High Street Stratford Newham London E15 2TF United Kingdom,London,United Kingdom,51.5373904,-0.0023367,9.0,1200
The Grand at Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,London,United Kingdom,51.506935,-0.126012,8.3,1592
MiHotel,Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,Milan,Italy,45.4405621,9.1921165,7.8,319
Hotel La Villa Saint Germain Des Pr s,29 Rue Jacob 6th arr 75006 Paris France,Paris,France,48.8553486,2.3340736,9.1,190
Hotel Eiffel Blomet,78 Rue Blomet 15th arr 75015 Paris France,Paris,France,48.8416787,2.3022862,9.4,79
Canal House,Keizersgracht 148 Amsterdam City Center 1015 CX Amsterdam Netherlands,Amsterdam,Netherlands,52.3763099,4.8862701,9.3,491
Select Hotel,1 Place De La Sorbonne 5th arr 75005 Paris France,Paris,France,48.8483053,2.3425596,8.9,1145
H10 Casanova,Gran Via 559 Eixample 08012 Barcelona Spain,Barcelona,Spain,41.3842608,2.1609471,8.6,641
H tel Madison by MH,143 Boulevard Saint Germain 6th arr 75006 Paris France,Paris,France,48.8531641,2.3344097,8.8,478
Hotel Tour d Auvergne Opera,10 Rue de la Tour d Auvergne 9th arr 75009 Paris France,Paris,France,48.8789432,2.3448623,8.3,164
Avo Hotel,82 Dalston Lane Hackney London E8 3AH United Kingdom,London,United Kingdom,51.5460628,-0.0700817,8.1,276
Hotel Atmospheres,29 31 rue des Ecoles 5th arr 75005 Paris France,Paris,France,48.8485387,2.3479852,8.7,654
Room Mate Gerard,Ausi s Marc 34 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3919114,2.1765438,9.0,67
H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.388024,2.1731556,9.3,1398
The Piccadilly London West End,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,London,United Kingdom,51.5121957,-0.1318384,9.0,2298
H tel De Vend me,1 Place Vend me 1st arr 75001 Paris France,Paris,France,48.8668564,2.3286339,8.7,425
Hotel Eitlj rg,Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1513676,16.4064709,8.2,131
Hotel Casa Bonay,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3935967,2.1742718,8.7,1416
Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,Amsterdam,Netherlands,52.3511137,4.8411629,8.7,8177
Hotel DO Pla a Reial G L,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3799929,2.1748256,9.3,252
Morgan Mees,2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,Amsterdam,Netherlands,52.3743712,4.8746196,8.8,507
H tel Pont Royal,5 7 Rue De Montalembert 7th arr 75007 Paris France,Paris,France,48.8565629,2.3273623,8.6,249
M venpick Hotel Amsterdam City Centre,Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,Amsterdam,Netherlands,52.3781016,4.9142508,8.4,1925
Sofitel Legend The Grand Amsterdam,Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands,Amsterdam,Netherlands,52.370835,4.895403,9.2,870
TownHouse 12,Piazza Gerusalemme 12 Sempione 20154 Milan Italy,Milan,Italy,45.4844028,9.1673528,8.1,370
H tel Balzac,6 rue Balzac 8th arr 75008 Paris France,Paris,France,48.8732785,2.3004174,8.3,694
St Paul s Hotel,153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom,London,United Kingdom,51.4934752,-0.2153256,9.0,812
Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.2038688,16.3887039,8.4,1028
Starhotels Ritz,Via Spallanzani 40 Central Station 20129 Milan Italy,Milan,Italy,45.4779041,9.2094965,8.1,4248
MARQUIS Faubourg St Honor Relais Ch teaux,8 rue d Anjou 8th arr 75008 Paris France,Paris,France,48.8698184,2.3208729,8.6,51
Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1953229,16.3672882,8.8,3598
Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013 Paris France,Paris,France,48.8427364,2.3672171,8.4,683
Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,Amsterdam,Netherlands,52.3714428,4.9346331,8.4,1769
Pershing Hall,49 rue Pierre Charron 8th arr 75008 Paris France,Paris,France,48.8691325,2.3021659,8.2,67
Eurostars Cristal Palace,Diputaci 257 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3897945,2.1660575,8.2,3046
H tel Vernet,25 Rue Vernet 8th arr 75008 Paris France,Paris,France,48.871859,2.2978177,8.6,473
Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,Barcelona,Spain,41.3703041,2.17141,8.7,977
Haymarket Hotel,1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom,London,United Kingdom,51.5084595,-0.1311382,9.6,255
The Drayton Court Hotel,2 The Avenue Ealing London W13 8PH United Kingdom,London,United Kingdom,51.5141842,-0.3192925,8.8,750
Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2080479,16.375612,8.9,1558
Sansi Diputacio,234 Diputacio Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3882234,2.1644551,7.8,338
Hotel Op ra Richepanse,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,Paris,France,48.8686931,2.325211,9.2,1073
Park Plaza London Waterloo,6 Hercules Road Lambeth London SE1 7DP United Kingdom,London,United Kingdom,51.4982412,-0.1134715,8.8,1489
U232 Hotel,Comte d Urgell 232 Eixample 08036 Barcelona Spain,Barcelona,Spain,41.3895237,2.1490307,8.7,873
New Linden Hotel,59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,London,United Kingdom,51.5133832,-0.1926617,7.6,2820
Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3830582,2.1778267,7.0,448
Hotel Plaza Athenee Paris,25 Avenue Montaigne 8th arr 75008 Paris France,Paris,France,48.8661932,2.3042141,9.3,160
Best Western Aulivia Op ra,4 Rue des Petites Ecuries 10th arr 75010 Paris France,Paris,France,48.8730552,2.3540112,7.8,570
Boscolo Milano Autograph Collection,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,Milan,Italy,45.46676,9.194293,7.9,1213
Doubletree By Hilton London Greenwich,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,London,United Kingdom,51.474469,-0.019428,8.8,1805
UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy,Milan,Italy,45.4684251,9.1834161,8.8,1606
Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,Milan,Italy,45.4714062,9.1965303,9.0,1031
Duret,30 Rue Duret 16th arr 75016 Paris France,Paris,France,48.8752553,2.286653,8.4,167
Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,London,United Kingdom,51.507746,-0.1422993,8.0,1894
Kensington House Hotel,15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,London,United Kingdom,51.5012329,-0.1859937,8.2,689
Austria Trend Hotel Europa Wien,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2062103,16.3710387,8.6,3221
Mayflower Hotel Apartments,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,London,United Kingdom,51.4916677,-0.1947475,7.5,2197
Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,France,48.8732231,2.3436097,8.4,528
Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3919083,2.1573318,8.7,310
Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1949694,16.3692624,8.5,627
The Rockwell,181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,London,United Kingdom,51.4948059,-0.1926525,8.6,1470
Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010 Paris France,Paris,France,48.8772493,2.3543043,8.6,853
London Elizabeth Hotel,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,London,United Kingdom,51.5120219,-0.1762414,7.0,618
Draycott Hotel,26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,London,United Kingdom,51.4930097,-0.159715,9.2,245
The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,London,United Kingdom,51.5161286,-0.0624458,7.6,830
Hotel Bellevue Wien,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2264063,16.3600628,8.1,388
Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,London,United Kingdom,51.5084195,0.0253216,8.1,1018
Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France,Paris,France,48.8303023,2.2842872,8.2,2541
The Wellesley Knightsbridge a Luxury Collection Hotel London,11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom,London,United Kingdom,51.502485,-0.1539265,9.0,185
Hotel Lloyd,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,Milan,Italy,45.4580781,9.1924205,7.5,1774
Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015 Paris France,Paris,France,48.838484,2.3150904,8.1,1363
H tel Square Louvois,12 Rue de Louvois 2nd arr 75002 Paris France,Paris,France,48.8684165,2.336869,9.3,320
Montagu Place Hotel,2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,London,United Kingdom,51.5191009,-0.1592,9.1,287
FourSide Hotel Vienna City Center,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,Vienna,Austria,48.1825159,16.3322428,8.1,1284
Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,London,United Kingdom,51.4242413,-0.2293503,8.4,476
The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,London,United Kingdom,51.4997486,-0.1615242,9.0,355
Hotel Vilamar,Vilamari 34 36 Eixample 08015 Barcelona Spain,Barcelona,Spain,41.3766732,2.1524478,8.3,1127
Twenty Nevern Square Hotel,20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,London,United Kingdom,51.4915712,-0.1963192,8.3,1719
Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,Milan,Italy,45.4851889,9.198015,8.2,740
Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,Barcelona,Spain,41.3835246,2.1096141,8.3,1068
Schlosshotel R mischer Kaiser,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2040859,16.3725046,8.9,1350
London Marriott Hotel West India Quay,22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,London,United Kingdom,51.5072713,-0.0211213,8.9,2836
AC Hotel Milano a Marriott Lifestyle Hotel,Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,Milan,Italy,45.4851799,9.1831189,8.3,580
Bianca Maria Palace Hotel,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,Milan,Italy,45.4635445,9.2068649,9.0,2770
Crowne Plaza Paris R publique,10 Place De La R publique 11th arr 75011 Paris France,Paris,France,48.8673199,2.3656296,8.0,1053
Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1829645,16.3776709,8.7,841
Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,Milan,Italy,45.4638223,9.1940273,8.6,4000
every hotel Piccadilly,39 Coventry Street Westminster Borough London W1D 6BZ United Kingdom,London,United Kingdom,51.5101462,-0.1315061,8.8,1685
Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,Paris,France,48.8497553,2.3467616,8.5,516
Hotel 82 London,82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,London,United Kingdom,51.5195857,-0.1584803,7.5,1733
Hotel de Seze,16 rue de S ze 9th arr 75009 Paris France,Paris,France,48.8705741,2.3264194,9.2,489
Idol Hotel,16 rue d Edimbourg 8th arr 75008 Paris France,Paris,France,48.8795369,2.3202966,9.1,560
Mercure Paris Opera Grands Boulevards,42 Rue Des Petites Ecuries 10th arr 75010 Paris France,Paris,France,48.8740668,2.3502172,8.0,359
Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,Milan,Italy,45.4881471,9.2016609,8.4,2189
Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,London,United Kingdom,51.5188,-0.153839,8.8,478
Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,Milan,Italy,45.4574655,9.1919138,8.5,2901
Claris Hotel Spa GL,Pau Claris 150 Eixample 08009 Barcelona Spain,Barcelona,Spain,41.3944848,2.1651078,8.6,931
Melia Barcelona Sarri,Avenida Sarri 50 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.391058,2.141706,8.1,577
H tel De Sers Champs Elys es Paris,41 Avenue Pierre 1er de Serbie 8th arr 75008 Paris France,Paris,France,48.8683593,2.3002117,8.5,347
Flemings Mayfair,Half Moon Street Westminster Borough London W1J 7BH United Kingdom,London,United Kingdom,51.5064607,-0.1454198,8.7,1161
Egerton House,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,London,United Kingdom,51.4968406,-0.1675498,9.3,199
La Suite West Hyde Park,41 51 Inverness Terrace Westminster Borough London W2 3JN United Kingdom,London,United Kingdom,51.5126758,-0.1867828,8.0,768
Hotel Panache,1 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,France,48.8732543,2.343239,8.6,371
Hotel La Place,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,London,United Kingdom,51.5215257,-0.1533039,7.6,301
The Queens Gate Hotel,31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,London,United Kingdom,51.4981225,-0.1799693,8.2,2516
W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,London,United Kingdom,51.5045326,-0.2191174,8.7,900
Kingsway Hall Hotel,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,London,United Kingdom,51.5158643,-0.1200625,8.5,1363
Hilton Garden Inn Vienna South,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1667886,16.344908,8.1,244
Lancaster London,Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,London,United Kingdom,51.5119446,-0.179939,8.3,1463
41,41 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,London,United Kingdom,51.4981471,-0.1436492,9.6,244
Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,London,United Kingdom,51.4956883,-0.1827878,8.1,1057
H tel de La Tamise Esprit de France,4 rue d Alger 1st arr 75001 Paris France,Paris,France,48.8648656,2.3295756,9.6,166
Fielding Hotel,4 Broad Court Bow Street Covent Garden Westminster Borough London WC2B 5QZ United Kingdom,London,United Kingdom,51.5139315,-0.1219893,8.7,1271
88 Studios,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,London,United Kingdom,51.4992789,-0.2090733,8.4,955
Mandarin Oriental Milan,Via Andegari 9 Milan City Center 20121 Milan Italy,Milan,Italy,45.4694772,9.1909325,9.2,186
Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France,Paris,France,48.8550236,2.3350786,9.3,656
The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,London,United Kingdom,51.5078943,-0.1436707,8.4,1994
Amadi Park Hotel,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,Amsterdam,Netherlands,52.364962,4.873495,8.1,1615
Holiday Inn Paris Op ra Grands Boulevards,30 32 Boulevard Poissonni re 9th arr 75009 Paris France,Paris,France,48.8715469,2.3439622,8.2,581
Corus Hotel Hyde Park,Lancaster Gate Westminster Borough London W2 3LG United Kingdom,London,United Kingdom,51.5119446,-0.179939,7.6,2562
Best Western Hotel St George,Viale Tunisia 9 Central Station 20124 Milan Italy,Milan,Italy,45.4770906,9.2054208,8.1,1700
Hotel Cafe Royal,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom,London,United Kingdom,51.5100916,-0.1359431,9.3,1128
Vincci Bit,Josep Pla 69 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4114188,2.211756,8.5,2848
Hotel Le 10 BIS,10 Bis rue du D barcad re 17th arr 75017 Paris France,Paris,France,48.8780363,2.2864907,9.2,196
