hotel_id,name,address,city,country,latitude,longitude,avg_score,total_reviews,price_per_night,has_wifi,has_pool,has_gym,has_sauna,has_restaurant,has_room_service,has_lounge,has_event_space
305,The Zetter Hotel,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,London,United Kingdom,51.522672,-0.1036841,8.9,394,245,1,0,0,0,1,0,0,0
306,Das Triest Hotel,Wiedner Hauptstra e 12 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1974036,16.3673003,8.1,275,175,1,0,0,0,1,0,0,0
307,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,Amsterdam,Netherlands,52.3497431,4.8911908,6.4,995,165,1,0,0,0,1,0,0,0
308,Westside Arc de Triomphe Hotel,36 rue Pierre Demours 17th arr 75017 Paris France,Paris,France,48.8811741,2.2948337,8.1,1738,210,1,1,0,1,1,0,0,0
309,The Rookery,Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom,London,United Kingdom,51.520171,-0.102463,9.1,501,255,1,0,0,0,1,1,1,0
310,Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014 Paris France,Paris,France,48.8315962,2.3399796,7.5,239,210,1,0,0,0,1,0,0,0
311,Mercure Paris Montparnasse Raspail,207 Boulevard Raspail 14th arr 75014 Paris France,Paris,France,48.8412131,2.3302954,8.2,369,250,1,0,0,0,1,0,0,0
312,Hotel Opera Cadet,24 rue Cadet 9th arr 75009 Paris France,Paris,France,48.8754371,2.3434586,8.5,349,230,1,0,0,0,1,0,0,0
313,Chiswick Rooms,407 Goldhawk Rd Chiswick London W6 0SA United Kingdom,London,United Kingdom,51.4937409,-0.244896,7.8,882,220,1,0,0,0,1,0,0,0
314,Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4109715,2.2186535,8.3,4293,170,1,1,1,1,1,1,0,0
315,Hotel Am Schubertring,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2017277,16.375463,8.2,1259,180,1,0,0,0,1,0,0,0
316,Jumeirah Carlton Tower,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,London,United Kingdom,51.4973568,-0.1576728,8.6,265,245,1,1,1,1,1,1,0,0
317,Blakemore Hyde Park,30 Leinster Gardens Bayswater Westminster Borough London W2 3AN United Kingdom,London,United Kingdom,51.5129736,-0.1837431,8.5,6596,245,1,0,0,0,1,1,0,0
318,Warwick Paris Former Warwick Champs Elysees,5 rue de Berri 8th arr 75008 Paris France,Paris,France,48.8722019,2.3030866,8.1,1813,240,1,0,0,0,1,1,0,0
319,Hotel Malte Astotel,63 rue de Richelieu 2nd arr 75002 Paris France,Paris,France,48.8672474,2.33738,8.9,121,205,1,0,0,0,1,0,0,0
320,Royal Saint Honore,221 Rue Saint Honore 1st arr 75001 Paris France,Paris,France,48.8658792,2.3298903,8.6,667,230,1,0,0,0,1,0,0,0
321,Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008 Paris France,Paris,France,48.8711365,2.3050482,7.9,372,225,1,0,0,0,1,0,0,0
322,Melia White House Hotel,Albany Street London NW1 3UP United Kingdom,London,United Kingdom,51.5298597,-0.1444623,8.3,1871,260,1,0,0,0,1,1,1,0
323,DoubleTree by Hilton London West End,92 Southampton Row Camden London WC1B 4BH United Kingdom,London,United Kingdom,51.5201065,-0.1221393,8.3,1774,260,1,0,0,0,1,1,0,0
324,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1935235,16.3669145,8.0,3461,170,1,0,0,0,1,0,0,0
325,Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,London,United Kingdom,51.499981,-0.1928791,7.8,5945,235,1,1,1,1,1,1,0,0
326,Relais Du Louvre,19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France,Paris,France,48.8592264,2.340996,8.9,406,235,1,0,0,0,1,0,0,0
327,Ako Suites Hotel,Diputaci 195 Eixample 08011 Barcelona Spain,Barcelona,Spain,41.3861153,2.1611899,8.7,771,195,1,1,0,0,1,0,0,0
328,Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,Milan,Italy,45.488764,9.183057,8.3,484,205,1,1,1,1,1,1,0,0
329,Catalonia Passeig de Gr cia 4 Sup,Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3901396,2.1696699,9.2,2116,215,1,1,0,0,1,0,0,0
330,Marlin Waterloo,111 Westminster Bridge Road Lambeth London SE1 7JD United Kingdom,London,United Kingdom,51.4990953,-0.1132136,8.6,218,265,1,0,1,0,1,0,0,0
331,W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,Barcelona,Spain,41.368437,2.1901534,8.5,2708,200,1,1,1,1,1,1,0,0
332,Hotel Vueling Bcn by HC,Gran Via 550 Eixample 08011 Barcelona Spain,Barcelona,Spain,41.3831641,2.1604736,8.8,1696,175,1,1,1,0,1,1,0,0
333,UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy,Milan,Italy,45.4633289,9.1884242,9.3,1108,220,1,0,1,0,1,1,0,0
334,Legend Saint Germain by Elegancia,151 bis Rue de Rennes 6th arr 75006 Paris France,Paris,France,48.8453774,2.3256427,8.9,406,270,1,0,0,0,1,0,0,0
335,Graben Hotel,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2078955,16.3701084,8.6,657,170,1,0,0,0,1,0,0,0
336,Bulgari Hotel Milano,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,Milan,Italy,45.4701334,9.1897405,9.2,136,205,0,0,0,1,1,0,0,0
337,Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,Milan,Italy,45.4777623,9.203169,8.5,904,180,1,0,0,0,1,0,0,0
338,Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2142766,16.3801779,9.1,3883,180,1,0,0,0,1,0,0,0
339,H tel L Echiquier Op ra Paris MGallery by Sofitel,38 rue de l Echiquier 10th arr 75010 Paris France,Paris,France,48.8719889,2.3492913,9.1,666,225,1,0,1,0,1,0,1,0
340,Senator Barcelona Spa Hotel,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,Barcelona,Spain,41.3777977,2.1135971,7.7,3097,160,1,1,0,1,1,0,0,0
341,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1915401,16.3546263,8.2,4217,180,1,0,0,0,1,0,0,0
342,Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142 Milan Italy,Milan,Italy,45.4408963,9.1728003,8.4,507,195,1,0,0,0,1,0,0,0
343,Amsterdam Marriott Hotel,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,Amsterdam,Netherlands,52.362514,4.8800077,8.1,1556,205,1,0,0,0,1,0,1,0
344,Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,Paris,France,48.8776756,2.3493159,8.4,728,230,1,0,0,0,1,0,0,0
345,Les Matins de Paris Spa,3 rue Clauzel 9th arr 75009 Paris France,Paris,France,48.878932,2.3394182,8.6,413,250,1,1,0,1,1,0,0,0
346,Windermere Hotel,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,London,United Kingdom,51.4903724,-0.1459218,8.7,221,255,1,0,0,0,1,0,0,0
347,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.1990335,16.3525051,8.5,581,180,1,0,0,0,1,0,0,0
348,NH Collection Milano President,Largo Augusto 10 Milan City Center 20122 Milan Italy,Milan,Italy,45.4630685,9.1979367,8.7,3754,225,1,0,1,0,1,1,0,0
349,Hotel Vittoria,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,Milan,Italy,45.463135,9.2102,8.1,676,180,1,0,0,0,1,0,0,0
350,STRAF a Member of Design Hotels,Via San Raffaele 3 Milan City Center 20121 Milan Italy,Milan,Italy,45.465237,9.191247,8.3,1062,225,1,0,1,1,1,1,0,0
351,Washington Mayfair Hotel,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,London,United Kingdom,51.5060237,-0.151078,7.9,1532,245,1,0,0,0,1,1,0,0
352,Sofitel Paris Le Faubourg,15 Rue Boissy d Anglas 8th arr 75008 Paris France,Paris,France,48.868414,2.3213247,8.5,564,255,1,0,0,0,1,1,0,0
353,Boundary Rooms Suites,2 4 Boundary Street Hackney London E2 7DD United Kingdom,London,United Kingdom,51.5244224,-0.0764614,8.4,45,255,0,0,0,0,1,0,0,0
354,The Marylebone Hotel,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,London,United Kingdom,51.5180207,-0.1500567,8.9,1738,260,1,1,1,1,1,1,0,0
355,Seven Hotel,20 rue Berthollet 5th arr 75005 Paris France,Paris,France,48.8389823,2.3455528,8.5,467,215,0,0,0,0,1,0,0,0
356,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,London,United Kingdom,51.5082019,-0.1545589,7.9,564,250,1,0,0,0,1,1,1,0
357,Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,Milan,Italy,45.4847398,9.2072916,8.9,3774,200,1,0,1,0,1,1,0,0
358,Vincci Maritimo,Llull 340 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4082054,2.2124626,8.3,2573,180,1,1,1,0,1,0,0,0
359,Radisson Blu Edwardian Berkshire,350 Oxford Street Westminster Borough London W1C 1BY United Kingdom,London,United Kingdom,51.5146025,-0.1481978,8.1,1600,230,1,0,0,0,1,0,0,0
360,Relais H tel du Vieux Paris,9 rue Git le Coeur 6th arr 75006 Paris France,Paris,France,48.8538608,2.3429487,8.9,464,250,1,0,0,0,1,0,0,0
361,Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,Paris,France,48.8696173,2.3346428,8.6,823,255,1,0,1,0,1,0,0,0
362,Hotel Royal,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2078727,16.3724042,8.6,840,210,1,0,0,0,1,0,0,0
363,Hotel Silver,Via Riccardo Lombardi 9 11 20153 Milan Italy,Milan,Italy,45.4589731,9.0687506,8.4,213,205,0,0,0,0,1,0,0,0
364,Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3910621,2.1593373,8.5,931,195,1,1,0,1,1,0,0,0
365,Hotel Alimara,Berruguete 126 Horta Guinard 08035 Barcelona Spain,Barcelona,Spain,41.4337561,2.147327,8.1,1991,175,1,1,0,0,1,1,0,0
366,Villa Eugenie,167 rue de Rome 17th arr 75017 Paris France,Paris,France,48.8871283,2.314205,6.8,165,190,1,0,0,0,0,0,0,0
367,Cotton House Hotel Autograph Collection,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3915897,2.1720108,8.8,156,190,0,1,0,0,1,0,0,0
368,Hotel Auriga,Via G B Pirelli 7 Central Station 20124 Milan Italy,Milan,Italy,45.4858877,9.2042827,8.2,1299,205,1,0,0,0,1,0,0,0
369,Park Hyatt Milano,Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,Milan,Italy,45.4654912,9.1889612,9.1,428,240,1,0,1,0,1,0,0,0
370,Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France,Paris,France,48.8715828,2.3224853,8.4,1184,225,1,0,0,0,1,0,0,0
371,LaGare Hotel Milano Centrale MGallery by Sofitel,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,Milan,Italy,45.484237,9.198858,8.7,2678,205,1,1,1,1,1,1,0,0
372,Great St Helen Hotel,36 Great st Helens City of London London EC3A 6AP United Kingdom,London,United Kingdom,51.5149583,-0.0823869,7.4,1328,195,1,0,0,0,1,0,0,0
373,The Yard Milano,Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy,Milan,Italy,45.453152,9.179172,9.2,786,205,1,0,0,0,1,0,1,0
374,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.19183,16.3770876,8.6,664,195,1,0,0,0,1,0,0,0
375,Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom,London,United Kingdom,51.5124655,-0.182274,7.0,2937,190,1,1,0,1,1,0,0,0
376,La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016 Paris France,Paris,France,48.8647019,2.2886425,9.0,1258,270,1,0,1,0,1,1,0,0
377,Grange Clarendon Hotel,34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,London,United Kingdom,51.5197933,-0.1241844,8.1,823,235,1,0,0,0,1,1,0,0
378,Antica Locanda Dei Mercanti,Via San Tomaso 6 Milan City Center 20121 Milan Italy,Milan,Italy,45.467298,9.1846982,9.0,333,220,1,0,0,0,1,0,0,0
379,IH Hotels Milano Watt 13,Via Giacomo Watt 13 Famagosta 20143 Milan Italy,Milan,Italy,45.443791,9.152947,7.6,2122,160,1,0,0,0,1,0,0,0
380,Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.1996129,16.3773546,8.6,1307,210,1,0,0,0,1,1,0,0
381,Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3780983,2.1762005,8.2,1878,180,1,0,0,0,1,0,0,0
382,Le Pavillon des Lettres,12 rue des Saussaies 8th arr 75008 Paris France,Paris,France,48.8713699,2.3181191,9.0,164,260,0,0,0,0,1,0,0,0
383,Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,Milan,Italy,45.51152,9.1241306,8.1,3228,195,1,1,0,1,1,1,0,0
384,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,Amsterdam,Netherlands,52.3630682,4.8794451,7.7,1574,205,1,0,1,1,1,1,0,0
385,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,Barcelona,Spain,41.4047382,2.1727127,8.7,2359,190,1,0,0,0,1,1,0,0
386,H tel Etoile Saint Honor by Happyculture,214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,Paris,France,48.8756508,2.3041568,8.2,762,225,1,0,0,0,1,0,0,0
387,The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,London,United Kingdom,51.5077459,-0.1378733,8.8,1039,270,1,0,0,0,1,0,1,0
388,De L Europe Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,Amsterdam,Netherlands,52.3678779,4.8948936,9.1,551,255,1,1,1,1,1,1,0,0
389,Maison Albar Hotel Paris C line,23 25 rue de Pont Neuf 1st arr 75001 Paris France,Paris,France,48.8606187,2.344401,8.9,326,270,1,1,0,1,1,0,0,0
390,Dutch Design Hotel Artemis,John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands,Amsterdam,Netherlands,52.3417894,4.824952,7.9,2167,205,1,0,0,0,1,1,0,0
391,Hilton London Paddington,146 Praed Street Westminster Borough London W2 1EE United Kingdom,London,United Kingdom,51.515632,-0.175737,8.2,2898,250,1,0,0,0,1,1,1,0
392,Novotel London City South,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,London,United Kingdom,51.5054832,-0.0951196,8.7,917,265,1,0,0,0,1,1,0,0
393,Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,Milan,Italy,45.498503,9.1664111,7.6,594,160,1,0,0,0,1,0,0,0
394,London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,London,United Kingdom,51.5131428,-0.1576714,8.8,213,305,1,1,0,0,1,0,1,0
395,Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,London,United Kingdom,51.5115509,-0.0714919,8.7,1668,255,1,1,1,1,1,1,0,0
396,DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,London,United Kingdom,51.4932356,-0.1269082,8.5,3269,235,1,0,1,0,1,1,1,0
397,TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,Milan,Italy,45.4657842,9.1895321,8.3,731,195,1,0,1,0,1,0,0,0
398,Hotel Odeon Saint Germain,13 rue Saint Sulpice 6th arr 75006 Paris France,Paris,France,48.8513515,2.3375084,8.6,559,270,1,0,0,0,1,0,0,0
399,Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,Paris,France,48.8354314,2.321142,7.7,1540,200,1,0,0,0,1,0,0,0
400,Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,Paris,France,48.8969854,2.3852745,7.6,2740,195,1,0,0,0,1,1,0,0
401,Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3810421,2.1814294,9.1,946,195,1,1,0,0,1,0,0,0
402,Holiday Inn London Wembley,Empire Way Wembley Brent London HA9 8DS United Kingdom,London,United Kingdom,51.5590955,-0.284704,8.3,3469,255,1,1,1,1,1,1,0,0
403,Hotel Neri,San Sever 5 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3832498,2.1753483,9.2,177,200,0,0,0,0,1,0,0,0
404,Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France,Paris,France,48.8740463,2.300196,7.9,983,210,1,0,0,0,1,0,0,0
405,Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2022415,16.3749336,8.6,2378,190,1,1,1,0,1,1,0,0
406,Best Western Tour Eiffel Invalides,35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,Paris,France,48.8593152,2.3104179,7.9,364,210,1,0,0,0,1,0,0,0
407,Ibis Styles Milano Palmanova,Via Palmanova 153 20132 Milan Italy,Milan,Italy,45.5045259,9.246461,6.7,207,135,0,0,0,0,0,0,0,0
408,H tel Diva Opera,11 rue de Tr vise 9th arr 75009 Paris France,Paris,France,48.8732706,2.3450746,8.3,1353,250,1,0,0,0,1,1,0,0
409,H10 Itaca,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,Barcelona,Spain,41.3810311,2.1455516,8.2,732,175,1,1,1,1,1,0,0,0
410,Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain,Barcelona,Spain,41.4072812,2.1443116,7.4,3590,145,1,1,1,0,1,1,0,0
411,The London EDITION,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,London,United Kingdom,51.5167472,-0.135965,9.1,372,265,1,1,0,1,1,1,0,0
412,Best Western Maitrise Hotel Edgware Road,346 348 Edgware Road Westminster Borough London W2 1EA United Kingdom,London,United Kingdom,51.521148,-0.171346,6.6,461,180,1,0,0,0,1,0,0,0
413,Novotel London Canary Wharf,40 Marsh Wall Tower Hamlets London E14 9TP United Kingdom,London,United Kingdom,51.5011704,-0.0232607,9.0,320,295,1,1,1,1,1,1,0,0
414,TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,Milan,Italy,45.4693349,9.2142383,8.2,362,190,1,0,0,0,1,1,0,0
415,Hotel Garbi Millenni,Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3759896,2.167148,7.6,549,165,1,0,0,1,1,0,0,0
416,Radisson Blu Portman Hotel London,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,London,United Kingdom,51.5161911,-0.1579487,7.9,2308,230,1,0,1,0,1,1,0,0
417,Hotel Les Bulles De Paris,32 rue des Ecoles 5th arr 75005 Paris France,Paris,France,48.849147,2.3471935,8.2,712,255,1,0,0,1,1,1,0,0
418,H tel Regina,2 place des Pyramides 1st arr 75001 Paris France,Paris,France,48.8637503,2.3320406,9.0,1329,250,1,0,0,0,1,1,0,0
419,Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007 Paris France,Paris,France,48.8585193,2.3077243,8.5,316,255,1,0,0,0,1,0,0,0
420,Castille Paris Starhotels Collezione,33 Rue Cambon 1st arr 75001 Paris France,Paris,France,48.8682978,2.3268027,8.7,808,245,1,0,1,0,1,1,0,0
421,Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,Milan,Italy,45.4630441,9.183607,9.2,549,230,1,0,0,0,1,0,0,0
422,Small Luxury Hotel Altstadt Vienna,Kirchengasse 41 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.2047761,16.3512515,9.3,664,195,1,0,1,0,1,0,1,0
423,Pullman Paris Tour Eiffel,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,Paris,France,48.8555664,2.2926243,8.6,2764,245,1,0,1,0,1,1,0,0
424,Royal Garden Champs Elysees,218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,Paris,France,48.8757155,2.3038781,7.3,1125,195,1,0,0,0,1,1,0,0
425,Zenit Barcelona,Santal 8 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,Spain,41.3949199,2.1468594,8.1,645,170,1,0,1,0,1,0,0,0
426,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.3899609,2.135684,8.6,446,185,1,1,0,0,1,1,0,0
427,Best Western Paris Gare Saint Lazare,18 rue de Constantinople 8th arr 75008 Paris France,Paris,France,48.8803752,2.319591,7.6,759,200,1,0,0,0,1,0,0,0
428,Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France,Paris,France,48.8548641,2.2923181,8.0,2611,220,1,0,0,0,1,1,0,0
429,DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,London,United Kingdom,51.5100362,-0.190657,8.4,2405,260,1,0,0,0,1,1,0,0
430,Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,Paris,France,48.8683133,2.3330851,9.1,798,250,1,0,0,0,1,0,0,0
431,Hotel Clerici,Via Clerici 11 Milan City Center 20121 Milan Italy,Milan,Italy,45.4667717,9.1871001,9.0,517,225,1,0,0,0,1,0,0,0
432,Dukes Hotel,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,London,United Kingdom,51.5055381,-0.1396885,8.6,210,265,1,0,0,0,1,1,1,0
433,Villa Panth on,41 Rue Des Ecoles 5th arr 75005 Paris France,Paris,France,48.8488044,2.3469889,8.1,1374,210,1,0,0,0,1,1,0,0
434,Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,Paris,France,48.8534026,2.3299043,8.8,560,230,1,0,0,0,1,0,0,0
435,NH Amsterdam Caransa,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,Amsterdam,Netherlands,52.3664077,4.8969091,7.9,966,230,1,0,0,0,1,1,0,0
436,Hotel Duminy Vendome,3 5 rue du Mont Thabor 1st arr 75001 Paris France,Paris,France,48.8654726,2.3292934,8.2,769,210,1,0,0,0,1,1,0,0
437,Hotel D Este,Viale Bligny 23 Milan City Center 20136 Milan Italy,Milan,Italy,45.4510397,9.1920911,8.1,1085,190,1,0,0,0,1,0,0,0
438,Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,Milan,Italy,45.4580137,9.1913676,7.7,1741,175,1,0,0,0,1,0,0,0
439,Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,Paris,France,48.8503276,2.2982022,8.8,667,250,1,0,0,0,1,0,0,0
440,Four Seasons Hotel Milano,Via Ges 6 8 Milan City Center 20121 Milan Italy,Milan,Italy,45.469339,9.195108,9.1,221,225,0,0,0,1,1,0,0,0
441,First Hotel Paris Tour Eiffel,2 Bd Garibaldi 15th arr 75015 Paris France,Paris,France,48.8475112,2.3022198,8.3,275,225,1,0,0,0,1,0,0,0
442,Le Lavoisier,21 rue Lavoisier 8th arr 75008 Paris France,Paris,France,48.8737702,2.3201063,8.0,66,215,1,0,0,0,1,0,0,0
443,Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2217697,16.3578738,8.7,1356,190,1,0,0,0,1,0,0,0
444,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1935593,16.3616098,8.7,385,195,1,0,1,0,1,0,0,0
445,Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2107358,16.382147,7.7,1238,180,1,0,0,0,1,0,0,0
446,Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,Paris,France,48.8405612,2.2991035,8.5,477,255,1,0,0,0,1,0,0,0
447,NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,Milan,Italy,45.4776167,9.2016244,8.4,1119,190,1,0,1,0,1,1,0,0
448,TheWesley,81 103 Euston Street Camden London NW1 2EZ United Kingdom,London,United Kingdom,51.5265353,-0.1361682,8.0,2347,225,1,0,0,0,1,0,0,0
449,H tel Le Royal Monceau Raffles Paris,37 Avenue Hoche 8th arr 75008 Paris France,Paris,France,48.8756359,2.3004967,9.3,119,265,0,0,0,1,1,0,0,0
450,Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,Paris,France,48.8816073,2.3371648,9.0,171,240,1,0,0,0,1,0,0,0
451,Old Ship Inn Hackney,2 Sylvester Path Hackney London E8 1EN United Kingdom,London,United Kingdom,51.5458476,-0.0554113,7.9,272,205,1,0,0,0,1,0,0,0
452,Hotel Louvre Montana,12 rue Saint Roch 1st arr 75001 Paris France,Paris,France,48.8644627,2.3318473,8.4,325,195,1,0,0,0,1,0,0,0
453,Hotel Liberty,Viale Bligny 56 Milan City Center 20136 Milan Italy,Milan,Italy,45.4508673,9.1948659,5.2,465,110,1,0,0,0,1,0,0,0
454,Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1975497,16.3686397,9.4,1353,190,1,0,1,1,1,0,0,0
455,Mercure Paris Champs Elys es,51 Rue Lauriston 16th arr 75016 Paris France,Paris,France,48.8699731,2.2909401,7.2,182,215,1,0,0,0,0,0,0,0
456,Staybridge Suites London Stratford,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,London,United Kingdom,51.5426351,-0.0073272,9.2,945,280,1,0,1,0,1,0,1,0
457,Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,Paris,France,48.8639788,2.3352615,8.3,1120,250,1,0,0,0,1,1,0,0
458,Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3835584,2.178311,8.2,139,160,0,0,0,0,0,0,0,0
459,Hotel Montalembert,3 Rue de Montalembert 7th arr 75007 Paris France,Paris,France,48.8567042,2.3277805,8.5,126,280,1,0,0,0,1,0,0,0
460,The Westbridge Hotel,335 337 High Street Stratford Newham London E15 2TF United Kingdom,London,United Kingdom,51.5373904,-0.0023367,9.0,1200,245,1,0,1,0,1,1,1,0
